reaction_id,pred_solvents,pred_temp_bin,pred_time_bin,pred_catalyst_present
RXNTEST_e71cca5bbe0e,C1(=CC=CC=C1)C|O1CCOCC1,hot,short,1
RXNTEST_3190003528af,CN(C)C=O|CN(C=O)C,warm,long,0
RXNTEST_71ee5aa0ae8a,C(Cl)Cl,room,short,1
RXNTEST_aeb110b5aee0,C1(=CC=CC=C1)C|O1CCOCC1,hot,long,1
RXNTEST_1ff884f67057,NONE,room,medium,0
RXNTEST_3495f5f639a1,NONE,room,long,1
RXNTEST_73949840780e,NONE,room,overnight,1
RXNTEST_fa8691f80ce0,NONE,warm,long,1
RXNTEST_a7814f3f1bab,NONE,room,short,0
RXNTEST_5b67f6d0e6c6,NONE,hot,short,0
RXNTEST_bc56250108cd,NONE,room,short,0
RXNTEST_e44bd500089c,NONE,warm,long,0
RXNTEST_9650eb1f3c9a,O|C1(=CC=CC=C1)C|O1CCOCC1,hot,overnight,1
RXNTEST_b0115baba4bf,CO,warm,overnight,0
RXNTEST_f9afd9dd7534,NONE,room,short,0
RXNTEST_8cbe93b2c947,NONE,hot,medium,0
RXNTEST_c78ab8ffad83,NONE,cold,short,0
RXNTEST_0572756b3166,NONE,room,long,0
RXNTEST_5da266611a18,O1CCOCC1,hot,short,1
RXNTEST_f90e81515642,NONE,warm,medium,0
RXNTEST_b5f7c99d7fd1,NONE,hot,short,1
RXNTEST_22eee89aa41c,CN(C)C=O,room,long,0
RXNTEST_2196c3596516,CN(C)C=O|C(Cl)Cl,room,overnight,0
RXNTEST_4a19cb87110f,NONE,room,long,1
RXNTEST_7b8d2e1364bc,C1(=CC=CC=C1)C|O1CCOCC1,hot,short,1
RXNTEST_d9878a8d3d7c,CN(C)C=O,room,overnight,0
RXNTEST_7a6ffdc3b2fd,NONE,room,short,0
RXNTEST_e33bd0625582,NONE,cold,long,0
RXNTEST_9039f81df851,NONE,warm,overnight,1
RXNTEST_ea04c6e1d48a,C1(=CC=CC=C1)C|O1CCOCC1,hot,short,1
RXNTEST_0cb97d4d0177,C(Cl)Cl,room,long,0
RXNTEST_0ef3974d2b3c,NONE,warm,short,0
RXNTEST_b6fc841420cb,NONE,room,medium,0
RXNTEST_42fd8e39533a,NONE,hot,long,1
RXNTEST_a006b4ac0322,CO,room,short,0
RXNTEST_2d44cf00c230,NONE,hot,long,0
RXNTEST_c3ed4d332c4c,NONE,room,medium,0
RXNTEST_83977dca5485,NONE,warm,short,1
RXNTEST_6ffecf636420,NONE,room,medium,0
RXNTEST_cd05f04673a7,NONE,room,medium,0
RXNTEST_85205de09896,C(Cl)Cl,room,overnight,0
RXNTEST_da797bd4bc7f,CN(C)C=O|CN(C=O)C,room,overnight,0
RXNTEST_00778c895a28,NONE,hot,long,0
RXNTEST_4e4f43d59509,O1CCOCC1,hot,short,1
RXNTEST_77f71ffcacfd,NONE,room,short,0
RXNTEST_e940c50d6e71,NONE,room,short,0
RXNTEST_8a8ff3d8e53f,NONE,room,overnight,0
RXNTEST_0e8a42095fc2,NONE,hot,overnight,1
RXNTEST_4da459b6d715,C1(=CC=CC=C1)C|O1CCOCC1,hot,long,1
RXNTEST_0d4d8bb464b1,O1CCOCC1,hot,short,1
RXNTEST_23467952d226,CO|O,warm,medium,0
RXNTEST_3341e304151a,CN(C)C=O,room,overnight,0
RXNTEST_ff285e389acb,C(Cl)Cl,room,overnight,0
RXNTEST_54d81d4f9d09,NONE,room,long,0
RXNTEST_aa33940bb9e3,O|C1(=CC=CC=C1)C|O1CCOCC1,hot,overnight,1
RXNTEST_b39665833ac6,NONE,hot,overnight,1
RXNTEST_f52ab7796e31,O|C1(=CC=CC=C1)C|O1CCOCC1,hot,long,1
RXNTEST_db7d2e551e21,O1CCOCC1,hot,short,1
RXNTEST_d4155c625af5,NONE,hot,long,0
RXNTEST_a9ab7b509144,C1(=CC=CC=C1)C|O1CCOCC1,hot,medium,1
RXNTEST_8366861f0daa,NONE,room,short,0
RXNTEST_76eabbba2930,NONE,room,medium,0
RXNTEST_6e9f53ce07d9,C1(=CC=CC=C1)C|O1CCOCC1,hot,medium,1
RXNTEST_2237e70377fa,C1CCOC1|C(Cl)Cl,cold,overnight,0
RXNTEST_1d14aac022b0,NONE,room,medium,0
RXNTEST_60cd5d71c369,NONE,hot,long,1
RXNTEST_665910e4ab91,CO,room,short,1
RXNTEST_40a3da795e12,C(C)O,room,medium,1
RXNTEST_6b6bcb0c428b,C1CCOC1|O1CCCC1,room,medium,0
RXNTEST_c86774c240c9,C(Cl)Cl|ClCCl,room,short,0
RXNTEST_30ff079ccbbb,NONE,hot,long,0
RXNTEST_7a90c627c550,NONE,room,very_long,0
RXNTEST_1938f6ac4207,NONE,room,long,0
RXNTEST_720fc5dda272,CN(C)C=O|CN(C=O)C,warm,long,0
RXNTEST_7640a99117d7,NONE,room,long,0
RXNTEST_be4dad35337b,NONE,hot,short,0
RXNTEST_270ac141e76d,NONE,room,long,0
RXNTEST_48634917c133,NONE,room,short,0
RXNTEST_8a3b53601cd2,NONE,room,medium,0
RXNTEST_d8e60552db3d,NONE,warm,long,0
RXNTEST_b683635bc5fc,NONE,warm,overnight,1
RXNTEST_d9a79e4ebe87,NONE,cold,short,0
RXNTEST_5f08c492fcef,NONE,hot,medium,1
RXNTEST_ad8bab96f714,C(C)O,warm,short,1
RXNTEST_82c9ea0cb685,NONE,warm,overnight,0
RXNTEST_3d30eb034f94,CN(C)C=O,warm,medium,0
RXNTEST_8c6ba6ce6675,NONE,room,medium,0
RXNTEST_953cf158fe57,NONE,hot,very_long,1
RXNTEST_acbf6ac7cb44,CN(C)C=O,warm,overnight,0
RXNTEST_a351d6eca31b,C1(=CC=CC=C1)C|O1CCOCC1,hot,medium,1
RXNTEST_5a907a3f5d6f,O1CCOCC1,warm,short,1
RXNTEST_220179a9b8e5,O1CCOCC1,hot,long,1
RXNTEST_d63f94eb9aea,C(Cl)Cl,cold,short,0
RXNTEST_683319ed7cd5,NONE,hot,long,0
RXNTEST_c8cbf07840cf,NONE,cold,short,0
RXNTEST_ee5ce6a561f6,C1(=CC=CC=C1)C|O1CCOCC1,hot,long,1
RXNTEST_2536ebcf5a0e,O1CCOCC1,hot,overnight,1
RXNTEST_94f94573649a,NONE,room,long,1
RXNTEST_d9ddba437f2e,NONE,warm,short,0
RXNTEST_34bf17872c77,NONE,room,short,0
RXNTEST_89dbf235f2be,CN(C)C=O|C(Cl)Cl,room,short,0
RXNTEST_fa75fcf7167d,NONE,hot,medium,0
RXNTEST_9c1ecdc825f4,C1CCOC1,room,medium,0
RXNTEST_04ac155ee3e4,NONE,hot,long,0
RXNTEST_109298481ded,NONE,hot,overnight,0
RXNTEST_0781127f4f33,C1(=CC=CC=C1)C|O1CCOCC1,hot,long,1
RXNTEST_79f3f0db40a6,CO,room,short,0
RXNTEST_f932bbcec090,NONE,room,very_long,1
RXNTEST_a00a56a71870,NONE,hot,medium,0
RXNTEST_e19b6f14c97b,NONE,warm,medium,0
RXNTEST_2c26a31871ae,NONE,room,overnight,1
RXNTEST_faf608747919,NONE,room,short,0
RXNTEST_300ef6b02b69,NONE,room,long,0
RXNTEST_3a5f52c51af9,CN(C)C=O|C(Cl)Cl,room,short,0
RXNTEST_dd766b5316be,NONE,room,medium,0
RXNTEST_b8416f12eab3,C(Cl)Cl,room,short,0
RXNTEST_5368065d67b8,C(Cl)Cl|ClCCl,room,overnight,1
RXNTEST_a87351341138,NONE,hot,medium,1
RXNTEST_78bff13c95a7,NONE,hot,long,0
RXNTEST_53f7e78f1498,C(Cl)Cl,room,long,0
RXNTEST_cf342d683729,NONE,room,short,0
RXNTEST_6ddcc9fbc5b3,C1(=CC=CC=C1)C|O1CCOCC1,hot,long,1
RXNTEST_fc5ea03ab66e,NONE,room,short,0
RXNTEST_adc0dbe6baee,C(Cl)Cl,cold,short,0
RXNTEST_1d9ad9e39f27,C(Cl)Cl|ClCCl,room,medium,0
RXNTEST_99fb3c43f32a,NONE,warm,medium,0
RXNTEST_059055b43c28,NONE,room,overnight,0
RXNTEST_8a26af6bc554,NONE,room,long,0
RXNTEST_29b0141ab74c,NONE,warm,long,0
RXNTEST_b3d5274e084e,CN(C)C=O,room,long,0
RXNTEST_96ebd7718d79,NONE,room,very_long,0
RXNTEST_b34c9638f749,NONE,room,short,1
RXNTEST_ab38ea81aaf9,NONE,room,long,0
RXNTEST_ddb9a541a1f3,NONE,room,short,0
RXNTEST_eab5d4ba7e69,NONE,hot,short,0
RXNTEST_29d8c2416dd0,CO,room,short,1
RXNTEST_faaa753b6d75,CO,room,short,1
RXNTEST_bf78cdf32e12,NONE,room,short,0
RXNTEST_a27bed5b2bee,CN(C)C=O,warm,medium,0
RXNTEST_4ccbfd420b41,O1CCOCC1,hot,long,1
RXNTEST_1312657b708c,O1CCOCC1,hot,long,1
RXNTEST_7279ad587025,C1CCOC1|CN(C)C=O|C(Cl)Cl|ClCCl|O1CCCC1,room,overnight,0
RXNTEST_ad20ac47fd3f,NONE,room,long,0
RXNTEST_a2e1b3eafa9c,NONE,hot,short,0
RXNTEST_6f557bc17720,NONE,warm,long,0
RXNTEST_20975965b944,O|C1(=CC=CC=C1)C,hot,medium,1
RXNTEST_7b4811f1b960,NONE,room,long,0
RXNTEST_37f241c83ca0,NONE,warm,short,0
RXNTEST_c947247d76fc,NONE,hot,short,0
RXNTEST_775497ac1fd0,NONE,hot,long,0
RXNTEST_bacac188e575,NONE,room,medium,0
RXNTEST_dc06d1442d9c,NONE,hot,overnight,0
RXNTEST_bf385e145cf5,C1(=CC=CC=C1)C|O1CCOCC1,hot,long,1
RXNTEST_344d9d1c0a49,NONE,hot,long,0
RXNTEST_738a5ae7daeb,NONE,room,long,1
RXNTEST_1c8d73ac22e8,O|C1(=CC=CC=C1)C|O1CCOCC1,hot,short,1
RXNTEST_46c96de2c429,NONE,room,short,0
RXNTEST_a3e3d631b5fa,C1CCOC1,room,short,0
RXNTEST_c6fb1e5c3745,NONE,hot,medium,0
RXNTEST_68b6b44ca4a6,C(Cl)Cl,room,short,0
RXNTEST_eabb9b97fb21,CN(C)C=O,room,very_long,0
RXNTEST_2c6f741d92c6,O|C1(=CC=CC=C1)C|O1CCOCC1,hot,long,1
RXNTEST_0246acee8442,NONE,warm,long,0
RXNTEST_478ea2cfc361,NONE,room,medium,0
RXNTEST_1cd8fd9dbec1,NONE,room,short,0
RXNTEST_adb84b58e5c5,NONE,room,medium,0
RXNTEST_f02bb91853b1,NONE,warm,medium,1
RXNTEST_139c6bb4f351,C1(=CC=CC=C1)C|O1CCOCC1,hot,short,1
RXNTEST_6541eddfea39,NONE,hot,long,0
RXNTEST_12da5940478c,O1CCOCC1,hot,overnight,1
RXNTEST_57eac1203957,NONE,room,short,0
RXNTEST_de1becbc025b,NONE,room,overnight,0
RXNTEST_5c5fee345226,C1CCOC1|C(Cl)Cl|ClCCl,room,long,0
RXNTEST_c61c1231517f,C1CCOC1,room,medium,0
RXNTEST_fc252f82653d,NONE,hot,short,0
RXNTEST_b72ff601cd0f,NONE,room,long,0
RXNTEST_f486830e5322,C(Cl)Cl,room,short,0
RXNTEST_01e22d2be5eb,NONE,cold,overnight,0
RXNTEST_7a80f83f1a19,NONE,room,medium,0
RXNTEST_42f14470b2b0,NONE,room,overnight,0
RXNTEST_a5ca15109ca5,CN(C)C=O,room,overnight,0
RXNTEST_338364fa694a,C1CCOC1|O1CCCC1,room,short,0
RXNTEST_e7ae4628d1ec,C1(=CC=CC=C1)C|O1CCOCC1,hot,short,1
RXNTEST_695579263519,C(Cl)Cl,room,short,0
RXNTEST_6bb0f7ce999c,CN(C)C=O,warm,overnight,0
RXNTEST_f20283d423fe,NONE,warm,short,0
RXNTEST_9496c6b40bec,CN(C)C=O|CN(C=O)C,warm,medium,0
RXNTEST_65b72d5e037e,CN(C)C=O|C(Cl)Cl|ClCCl,room,short,0
RXNTEST_17019a67b4c1,NONE,room,long,0
RXNTEST_b7f5795bcabc,NONE,room,short,0
RXNTEST_89efae06b185,CO|O,warm,long,0
RXNTEST_e1ccf6b190c1,CN(C)C=O,warm,long,0
RXNTEST_1340fb4bb6c2,CN(C)C=O,room,short,0
RXNTEST_1eb0b0b4564a,NONE,room,short,0
RXNTEST_3206c88dae3f,NONE,warm,long,1
RXNTEST_911f3da03a11,O|C1(=CC=CC=C1)C|O1CCOCC1,warm,short,1
RXNTEST_ac134796b525,O1CCOCC1,hot,long,1
RXNTEST_5e07576be18d,C1CCOC1|C(Cl)Cl|ClCCl|O1CCCC1,cryogenic,short,0
RXNTEST_0ed71c49f273,C(Cl)Cl,room,short,0
RXNTEST_a8c85546e8e7,NONE,room,short,1
RXNTEST_91e1156a0c59,CN(C)C=O,room,long,0
RXNTEST_3b1a03286794,NONE,cold,long,1
RXNTEST_d1a2f1ebfbc5,CN(C)C=O,room,long,0
RXNTEST_18ef67a8f3e0,NONE,hot,short,0
RXNTEST_351032ebfaa2,NONE,hot,short,0
RXNTEST_9c324bc719b6,CN(C)C=O,warm,long,0
RXNTEST_b56b9dc9d3ab,C1(=CC=CC=C1)C|O1CCOCC1,hot,long,1
RXNTEST_af8a93371de2,CN(C)C=O|C1(=CC=CC=C1)C|O1CCOCC1,hot,long,1
RXNTEST_719993457d8e,CN(C)C=O,room,long,0
RXNTEST_e59c35ab4b49,C(Cl)Cl|ClCCl,room,short,0
RXNTEST_209a5cef24e6,NONE,room,short,0
RXNTEST_27c87518d390,NONE,warm,short,0
RXNTEST_22f7cdb481dd,O,warm,short,0
RXNTEST_a587bcaa40ae,O1CCOCC1,hot,long,1
RXNTEST_c5cbfeaed469,NONE,hot,overnight,0
RXNTEST_3e105f888fda,NONE,room,long,0
RXNTEST_f0a35785a776,O1CCOCC1,hot,short,1
RXNTEST_7fa26b11ab2f,C1CCOC1|C(Cl)Cl|ClCCl,room,short,0
RXNTEST_0aad1504179e,C1(=CC=CC=C1)C|O1CCOCC1,hot,long,1
RXNTEST_fe8aaa87b791,C1(=CC=CC=C1)C|O1CCOCC1,hot,short,1
RXNTEST_c6650fe3fe17,C1CCOC1|C(Cl)Cl|ClCCl,cold,short,0
RXNTEST_3dc989533232,CN(C)C=O,warm,medium,0
RXNTEST_fe2cd760f069,NONE,room,medium,1
RXNTEST_4fb3ba4bdfa7,NONE,hot,short,1
RXNTEST_54d828781887,CO,room,short,1
RXNTEST_b98b5cae2099,O1CCOCC1,hot,short,1
RXNTEST_53741bde816e,NONE,room,long,0
RXNTEST_55256a126d7b,NONE,room,short,0
RXNTEST_9c55be40f353,NONE,warm,overnight,0
RXNTEST_25d0b9453184,C1CCOC1|O1CCCC1,room,short,0
RXNTEST_da2ba4f11aa5,NONE,room,medium,0
RXNTEST_a4105f579c9c,NONE,room,overnight,0
RXNTEST_a2f1ec0ddffb,CN(C)C=O|C1(=CC=CC=C1)C|O1CCOCC1,hot,long,1
RXNTEST_bf3d21bd7440,C1(=CC=CC=C1)C|O1CCOCC1,hot,long,1
RXNTEST_baf6a0d69467,CN(C)C=O,room,medium,0
RXNTEST_042eaf931e15,C1(=CC=CC=C1)C|O1CCOCC1,hot,medium,1
RXNTEST_d39bb2f67afd,NONE,room,short,0
RXNTEST_5f74abaf03bc,CN(C)C=O,room,short,0
RXNTEST_1b427a263ac5,NONE,room,overnight,0
RXNTEST_69eca823691b,NONE,room,short,0
RXNTEST_46430d7bffdf,NONE,warm,short,0
RXNTEST_569357b71766,C(Cl)Cl|ClCCl,room,long,0
RXNTEST_a13804729dbf,C1(=CC=CC=C1)C|O1CCOCC1,hot,short,1
RXNTEST_e33111f12f27,CN(C)C=O,warm,long,0
RXNTEST_69785c8d38bd,CN(C)C=O|C(Cl)Cl,room,long,0
RXNTEST_606f7d724aa4,NONE,room,short,0
RXNTEST_6a67f881cede,NONE,room,long,0
RXNTEST_fe79730f663a,NONE,room,overnight,1
RXNTEST_546cadb7379a,NONE,warm,long,0
RXNTEST_57d72b61cff2,CN(C)C=O|CN(C=O)C,room,long,0
RXNTEST_a7c4ed2d03fd,CN(C)C=O|CN(C=O)C,room,overnight,0
RXNTEST_c1af37cfb3f2,O1CCOCC1,hot,very_short,1
RXNTEST_6cbea02c873b,NONE,warm,long,0
RXNTEST_ad3a3f8c7cc6,C1CCOC1|CN(C)C=O|O1CCCC1,room,long,0
RXNTEST_1d990f2ca33b,C1CCOC1,cold,medium,0
RXNTEST_7f276ef0ea3b,CN(C)C=O,room,long,0
RXNTEST_dad1903ed7f2,O,warm,short,0
RXNTEST_0e50bf43d533,C1(=CC=CC=C1)C|O1CCOCC1,hot,long,1
RXNTEST_1df2a863fce0,C1CCOC1|C(Cl)Cl|ClCCl,cryogenic,short,0
RXNTEST_982098a11238,CN(C)C=O|C(Cl)Cl,room,long,0
RXNTEST_48c6c146538b,CN(C)C=O,hot,short,0
RXNTEST_f8961acb413b,C(Cl)Cl,room,overnight,0
RXNTEST_b5d6de6d8d3d,NONE,hot,long,0
RXNTEST_79cdde564b4e,CN(C)C=O,room,overnight,0
RXNTEST_d6bc344128c5,C(Cl)Cl|ClCCl,room,overnight,0
RXNTEST_7ddbd56bd678,NONE,hot,medium,0
RXNTEST_1338301afcce,NONE,hot,long,0
RXNTEST_29e090228e10,O1CCOCC1,hot,long,1
RXNTEST_b434a2ede72b,C1(=CC=CC=C1)C|O1CCOCC1,hot,short,1
RXNTEST_6e6b4606ad15,NONE,room,long,0
RXNTEST_385536b6811f,CO|O|C(C)O,warm,medium,0
RXNTEST_e891e766b76e,NONE,warm,medium,0
RXNTEST_94b5e07217b3,CN(C)C=O,room,long,0
RXNTEST_81cb5c1314ab,O1CCOCC1,hot,long,1
RXNTEST_a615b0edeb75,CN(C)C=O|C(Cl)Cl|CN(C=O)C,room,short,0
RXNTEST_18bfdba74202,NONE,warm,short,0
RXNTEST_71eb9489a4c4,NONE,warm,short,0
RXNTEST_da57ad517cec,C1CCOC1,cryogenic,very_short,0
RXNTEST_929c435a3d3b,C1CCOC1|C(Cl)Cl,room,medium,0
RXNTEST_b6a3a60df298,NONE,hot,medium,1
RXNTEST_b2de4fe69892,O,warm,long,1
RXNTEST_2c7ff211cd75,NONE,hot,long,1
RXNTEST_edeed725b094,O1CCOCC1,hot,short,1
RXNTEST_1d0704806cea,CO,room,short,0
RXNTEST_279cae3e2e12,NONE,room,medium,1
RXNTEST_02f87301c2ac,NONE,hot,long,0
RXNTEST_6f4f4cd15148,NONE,room,medium,0
RXNTEST_a97e8e7e58d7,NONE,room,medium,1
RXNTEST_ff4b657595d7,NONE,room,long,1
RXNTEST_cc7ff595705f,NONE,room,short,0
RXNTEST_424bd46d06be,O1CCOCC1,hot,medium,1
RXNTEST_0ff542bf296c,NONE,room,very_long,0
RXNTEST_e30b8d7c13d0,NONE,hot,short,0
RXNTEST_b5b73bdf873c,NONE,hot,short,0
RXNTEST_97df65efe0e5,CO|C(C)O,warm,short,1
RXNTEST_c41cbc735570,NONE,hot,medium,1
RXNTEST_ae69a8b03dc7,NONE,room,overnight,0
RXNTEST_f98de46ce1d2,NONE,hot,very_long,1
RXNTEST_752d4e5e0668,C(Cl)Cl,room,medium,1
RXNTEST_d6b46024bc3f,NONE,room,short,1
RXNTEST_58dd3fc7cf09,NONE,cold,long,0
RXNTEST_294a0c768165,NONE,hot,long,0
RXNTEST_33a2a96a1bf6,NONE,room,short,1
RXNTEST_89a963fb4efc,NONE,warm,medium,1
RXNTEST_cce9357625e0,CN(C)C=O,warm,long,0
RXNTEST_7fc01ea2ece5,NONE,room,long,1
RXNTEST_893aa703b7f8,C1(=CC=CC=C1)C|O1CCOCC1,hot,short,1
RXNTEST_a3022e924560,NONE,cold,overnight,0
RXNTEST_2b794c1d9f88,NONE,cold,long,0
RXNTEST_17d4f63e25e9,NONE,warm,short,0
RXNTEST_0bb1d088db45,NONE,room,medium,0
RXNTEST_1f01a5e726d4,C1(=CC=CC=C1)C|O1CCOCC1,hot,long,1
RXNTEST_d28ec35e905d,O|C1(=CC=CC=C1)C|O1CCOCC1,hot,short,1
RXNTEST_72b8e3072bd6,NONE,room,long,0
RXNTEST_02a65396e916,NONE,warm,medium,0
RXNTEST_6f4a9e0d58cd,C1CCOC1,cold,short,0
RXNTEST_2edc737efda3,CN(C)C=O|C(Cl)Cl,room,long,0
RXNTEST_f87eaadd741c,C(Cl)Cl,room,long,0
RXNTEST_bb1af5610ff0,O|O1CCOCC1,hot,short,1
RXNTEST_7270c0776254,NONE,hot,long,0
RXNTEST_7aa1340a5679,C1(=CC=CC=C1)C|O1CCOCC1,hot,medium,1
RXNTEST_b6f315500939,CN(C)C=O,room,long,0
RXNTEST_8a64ba0ab429,C(Cl)Cl,room,short,0
RXNTEST_6b8ec0371f34,O1CCOCC1,hot,short,1
RXNTEST_f97f0950d341,CN(C)C=O,room,long,0
RXNTEST_efbf6c4777a8,O1CCOCC1,hot,medium,1
RXNTEST_ed76eb724fec,O|C1(=CC=CC=C1)C|O1CCOCC1,hot,short,1
RXNTEST_1bf4f0496f41,NONE,room,long,0
RXNTEST_2f21b58086f1,C1CCOC1|C(Cl)Cl|ClCCl,room,short,0
RXNTEST_062c9b14cd13,NONE,hot,short,0
RXNTEST_6d099e095ae5,NONE,room,long,0
RXNTEST_840434a6f713,NONE,hot,long,1
RXNTEST_844e703a1ca3,NONE,room,short,0
RXNTEST_948fc769a7b3,NONE,hot,very_long,0
RXNTEST_d696fc233bca,NONE,hot,long,0
RXNTEST_4452afed5740,NONE,hot,medium,0
RXNTEST_169b83efa0f5,NONE,warm,overnight,0
RXNTEST_e5b79eedf120,NONE,cold,long,0
RXNTEST_bf8896bb8a3e,NONE,room,long,0
RXNTEST_2a854edcf0c6,C(Cl)Cl|ClCCl,room,short,0
RXNTEST_9431a4e0615f,NONE,room,long,0
RXNTEST_34063c644a97,NONE,room,long,0
RXNTEST_b415b9b2619d,NONE,room,very_long,0
RXNTEST_2c373a9ab4ad,NONE,room,overnight,0
RXNTEST_2deac7600f88,O1CCOCC1,hot,short,1
RXNTEST_0424a388028b,NONE,room,long,0
RXNTEST_bf7a8ee80ab4,CN(C)C=O,hot,short,0
RXNTEST_b0c27700c578,C(Cl)Cl|ClCCl,room,short,0
RXNTEST_52be062520eb,NONE,hot,short,0
RXNTEST_b13c76cf02bc,NONE,warm,short,0
RXNTEST_056751cbb986,CO,room,short,1
RXNTEST_5bf84edec517,O|O1CCOCC1,warm,short,1
RXNTEST_2d057b5661d0,NONE,hot,long,0
RXNTEST_db4ce8e0088c,NONE,warm,long,0
RXNTEST_24f6e2d3dfd9,NONE,hot,short,0
RXNTEST_39e0e0109a86,CO,room,very_long,0
RXNTEST_abd1e7fcd813,CN(C)C=O,hot,short,0
RXNTEST_146fc36d7d21,NONE,hot,long,1
RXNTEST_0f2682ab8c0d,C(Cl)Cl|CO|ClCCl,room,short,0
RXNTEST_af051f17f8d3,NONE,room,short,0
RXNTEST_21ae0e4561d7,NONE,hot,short,0
RXNTEST_a3a3a5fd42c6,CN(C)C=O|C1(=CC=CC=C1)C|O1CCOCC1,hot,long,1
RXNTEST_8d45babdfdc4,C1(=CC=CC=C1)C|O1CCOCC1,hot,medium,1
RXNTEST_666aa55501c8,NONE,warm,overnight,1
RXNTEST_cc1f01c93869,NONE,hot,overnight,0
RXNTEST_697f6d0b28a7,CN(C)C=O,room,overnight,0
RXNTEST_7335b82faea5,NONE,cold,short,0
RXNTEST_8289e0507755,NONE,room,medium,0
RXNTEST_fbd3b85e5fda,CO,room,medium,0
RXNTEST_99f4e6d85d3d,NONE,cold,medium,0
RXNTEST_92ad7dc7aa3d,O|O1CCOCC1,hot,short,1
RXNTEST_3642dc3daaa4,NONE,warm,very_long,0
RXNTEST_6dbea3b40f75,NONE,hot,very_long,0
RXNTEST_afe47e90eb23,CN(C)C=O|C(Cl)Cl|ClCCl,room,short,0
RXNTEST_f354ce5e52b8,C(Cl)Cl,room,overnight,0
RXNTEST_4f0cbdccbd17,NONE,warm,long,1
RXNTEST_57190d2e9fb5,NONE,hot,short,0
RXNTEST_c4d6debddf1e,NONE,hot,long,0
RXNTEST_3cdd34666b5a,CO,room,short,1
RXNTEST_d590ba2b0d76,CN(C)C=O,room,medium,0
RXNTEST_1514568b0a05,NONE,room,short,0
RXNTEST_da40818ec07a,O1CCOCC1,hot,long,1
RXNTEST_bc2c34feafa4,O1CCOCC1,hot,short,1
RXNTEST_513db306f663,CN(C)C=O,room,long,0
RXNTEST_0ead17404fed,NONE,room,short,0
RXNTEST_d8fd511418ca,NONE,hot,long,1
RXNTEST_23760535ca75,C1(=CC=CC=C1)C|O1CCOCC1,hot,short,1
RXNTEST_2098dbc0b7ad,NONE,room,short,0
RXNTEST_bdac2820d6a4,NONE,room,long,0
RXNTEST_c6911ee2c88a,NONE,room,medium,1
RXNTEST_48ec85da7006,NONE,warm,very_long,0
RXNTEST_69b5587e9e70,NONE,cold,medium,0
RXNTEST_ea8c53306a49,NONE,room,medium,0
RXNTEST_fdea9f5df525,NONE,hot,medium,0
RXNTEST_6fd396e603a4,C(Cl)Cl|ClCCl,room,long,0
RXNTEST_846892da1117,NONE,hot,short,0
RXNTEST_9e48a37a2f58,NONE,room,short,1
RXNTEST_3d5785a6d1df,O,room,medium,1
RXNTEST_7b11bd35a893,C1CCOC1,room,overnight,0
RXNTEST_779bc0844618,NONE,hot,overnight,0
RXNTEST_6796cda4a9d1,NONE,warm,very_long,0
RXNTEST_3d46a8dd8e98,C(Cl)Cl|ClCCl,room,medium,0
RXNTEST_e0ce8eaaca13,C(Cl)Cl,cold,short,0
RXNTEST_ac069d179ae0,NONE,room,overnight,0
RXNTEST_e4ebb49cf3d4,CN(C)C=O|C(Cl)Cl,room,overnight,0
RXNTEST_d3b6e7508a4d,O1CCOCC1,hot,medium,1
RXNTEST_dcdcd44e3abe,NONE,room,long,0
RXNTEST_1e8bde2a7a10,O1CCOCC1,hot,short,1
RXNTEST_437d0d9f31d4,CN(C)C=O,room,short,0
RXNTEST_477d43d65691,NONE,room,short,0
RXNTEST_ac5665545062,CN(C)C=O|C(Cl)Cl|ClCCl,room,long,0
RXNTEST_d2947cf2efb1,C1CCOC1|C(Cl)Cl|ClCCl|O1CCCC1,cold,short,0
RXNTEST_2382e6dcd5a5,NONE,room,medium,0
RXNTEST_e5e7a3a0b5a4,C1(=CC=CC=C1)C|O1CCOCC1,hot,short,1
RXNTEST_39b7889d8575,NONE,room,medium,0
RXNTEST_cbc0448f6a38,NONE,room,overnight,0
RXNTEST_cc7f879f5988,C1CCOC1|C(Cl)Cl,room,short,0
RXNTEST_bad86df0cfd4,O1CCOCC1,hot,long,1
RXNTEST_b7321f7f6934,C1(=CC=CC=C1)C|O1CCOCC1,hot,short,1
RXNTEST_4c90281e9986,C1CCOC1|CN(C)C=O|C(Cl)Cl|ClCCl|O1CCCC1,room,short,0
RXNTEST_4f88a367107b,O1CCOCC1,hot,medium,1
RXNTEST_d2c3e13a1f50,C1CCOC1|C(Cl)Cl|ClCCl,cold,short,0
RXNTEST_dc41d8eab941,NONE,hot,medium,0
RXNTEST_94fb8ec0be8d,NONE,hot,short,0
RXNTEST_69264f3c4a27,C(Cl)Cl,room,short,0
RXNTEST_65e621fc094b,CN(C)C=O,warm,medium,0
RXNTEST_51d6c884f198,NONE,room,medium,0
RXNTEST_fee1b7184ff8,C1(=CC=CC=C1)C|O1CCOCC1,hot,medium,1
RXNTEST_130382c62d76,C1CCOC1,cryogenic,short,0
RXNTEST_75b299233aad,CN(C)C=O,warm,long,1
RXNTEST_43b2c19b7cda,C1(=CC=CC=C1)C|O1CCOCC1,hot,long,1
RXNTEST_3a09e4bfe71a,NONE,room,medium,0
RXNTEST_5f86dcc67c92,NONE,hot,short,0
RXNTEST_afadd7aedebc,NONE,room,long,0
